ICRISAT accession identifier,Race,Plant height (cm)-postrainy,Plant height (cm)-rainy,Plant pigmentation,Basal tillers number,Nodal tillering,Midrib color,Days to flowering-postrainy,Days to flowering-rainy,Panicle exertion (cm),Panicle length (cm),Panicle width (cm),Panicle compactness and shape,Glume color,Glume covering,Seed color,Seed lustre,Seed subcoat,Seed size (mm),100 Seed weight (g),Endosperm texture,Thresability,Shoot fly-rainy,Shoot fly-postrainy,Downy mildew % (field),Downy mildew % (glasshouse),Stem borer,Anthracnose,Grain mold,Leaf blight,Midge,Headbug,Rust,Strigol control,Protein (%),Lysine (%),Remarks,Year of characterization,Temperature,Humidity,Rainfall
39008,Durra,300,520,Pigmented,2,Present,White,74,84,33,29,8,Semi-loose stiff branches,Straw,Half grain covered,Light red,Lustrous,Absent,3.5,3.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.2,149.3
39009,Durra,290,480,Pigmented,2,Present,White,63,77,31,19,10,Semi-compact elliptic,Straw,Half grain covered,Light red,Lustrous,Absent,3.5,3.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.2,149.3
39010,Durra,245,365,Pigmented,2,Present,White,63,72,21,11,7,Semi-compact elliptic,Light brown,One-fourth grain covered,White,Lustrous,Absent,3,3,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.2,149.3
39011,Durra,270,390,Pigmented,2,Present,Yellow,65,70,16,27,11,Semi-compact elliptic,Straw,Half grain covered,Straw,Lustrous,Absent,3.5,3.5,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.2,149.3
39012,Durra,370,520,Pigmented,2,Present,White,78,82,25,30,11,Semi-loose stiff branches,Purple,Half grain covered,Light red,Lustrous,Absent,3.5,3,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.2,149.3
39013,Durra,310,490,Pigmented,2,Present,Yellow,78,81,25,11,7,Compact elliptic,Light brown,One-fourth grain covered,Yellow,Lustrous,Absent,3.5,3.5,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.2,149.3
39014,Durra,310,510,Pigmented,1,Present,Yellow,69,79,9,22,9,Semi-compact elliptic,Partly straw and brown,One-fourth grain covered,Yellow,Lustrous,Absent,3.5,3.7,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39015,Durra,360,460,Pigmented,1,Present,Yellow,87,126,26,18,8,Semi-compact elliptic,Black,One-fourth grain covered,Straw,Lustrous,Absent,3,2.8,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39016,Durra,335,480,Pigmented,1,Present,White,83,105,25,16,7,Semi-compact elliptic,Black,Half grain covered,Yellow,Lustrous,Absent,3,3.2,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39017,Durra,330,475,Pigmented,1,Present,White,81,93,22,15,8,Compact elliptic,Straw,One-fourth grain covered,Yellow,Lustrous,Absent,3.5,4,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39018,Durra,290,510,Pigmented,2,Present,White,84,82,15,16,8,Compact elliptic,Light brown,Half grain covered,Yellow,Lustrous,Absent,3,3.2,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39019,Durra,320,490,Pigmented,2,Present,White,83,98,16,14,7,Compact elliptic,Partly straw and brown,One-fourth grain covered,Red,Lustrous,Absent,3,3,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39020,Durra,300,430,Pigmented,2,Present,White,76,77,29,26,9,Semi-compact elliptic,Partly straw and brown,Half grain covered,Red,Lustrous,Absent,2.8,2.3,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39021,Durra-caudatum,250,460,Pigmented,2,Present,White,69,119,26,29,9,Semi-compact elliptic,Straw,Half grain covered,Straw,Lustrous,Absent,3,3.2,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39022,Durra,275,475,Pigmented,2,Present,White,78,118,23,13,7,Compact elliptic,Light red,Half grain covered,Light red,Lustrous,Absent,2.8,2.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39023,Durra-bicolor,300,510,Pigmented,2,Present,White,74,122,30,27,18,Loose stiff branches,Black,Three-fourth grain covered,Yellow,Lustrous,Absent,3,2.5,Completely starchy,Partly threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39024,Durra,330,560,Pigmented,2,Present,White,74,93,40,27,8,Semi-compact elliptic,Straw,Half grain covered,Straw,Lustrous,Absent,3,2.7,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39025,Durra,320,475,Pigmented,2,Present,White,76,124,10,21,9,Semi-compact elliptic,Partly straw and brown,Half grain covered,Reddish brown,Non-Lustrous,Absent,2.8,1.7,Completely starchy,Partly threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39026,Durra,300,520,Pigmented,1,Present,White,78,94,17,13,7,Semi-compact elliptic,Straw,One-fourth grain covered,Yellow,Lustrous,Absent,3,2.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39027,Durra-bicolor,380,430,Pigmented,2,Present,White,76,98,19,45,30,Loose stiff branches,Black,Three-fourth grain covered,Purple,Non-Lustrous,Present,2.8,2.2,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39028,Durra-caudatum,325,475,Pigmented,2,Present,White,81,100,24,18,9,Semi-compact elliptic,Black,One-fourth grain covered,Light brown,Non-Lustrous,Present,3,2,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39029,Durra-bicolor,320,530,Pigmented,2,Present,White,76,128,26,22,26,Loose drooping branches,Black,Three-fourth grain covered,Reddish brown,Non-Lustrous,Present,2.8,1.5,Completely starchy,Difficult to thresh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39030,Durra-caudatum,325,540,Pigmented,2,Present,White,81,98,25,19,10,Semi-compact elliptic,Light red,One-fourth grain covered,Red,Lustrous,Absent,4,3.3,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39031,Durra,320,505,Pigmented,2,Present,White,87,91,24,11,7,Compact elliptic,Brown,One-fourth grain covered,Yellow,Lustrous,Absent,4,3.4,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39032,Durra,340,530,Pigmented,2,Present,Yellow,93,126,21,15,8,Semi-compact elliptic,Purple,Half grain covered,Straw,Lustrous,Absent,3,2.8,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39033,Durra,345,500,Pigmented,2,Present,White,83,81,24,16,10,Compact elliptic,Straw,One-fourth grain covered,Yellow,Lustrous,Absent,3,2.7,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39034,Durra,330,520,Pigmented,1,Present,White,83,103,21,11,7,Compact elliptic,Black,Half grain covered,Red,Lustrous,Absent,3.5,3.5,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39035,Durra,300,540,Pigmented,2,Present,White,81,93,21,11,8,Compact elliptic,Brown,One-fourth grain covered,Yellow,Lustrous,Absent,3.5,3.2,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39036,Durra,320,490,Pigmented,2,Present,White,76,89,23,11,6,Compact elliptic,Light brown,Half grain covered,Yellow,Lustrous,Absent,2.8,2,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39037,Durra,300,470,Pigmented,2,Present,Dull green,74,98,23,10,8,Compact elliptic,Straw,One-fourth grain covered,Yellow,Lustrous,Absent,3.5,3.2,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39038,Durra,270,470,Pigmented,2,Present,White,74,77,29,27,12,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Straw,Lustrous,Absent,3.5,2.8,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39039,Caudatum,285,525,Pigmented,2,Present,White,78,99,21,28,9,Semi-compact elliptic,Straw,Half grain covered,Light red,Lustrous,Absent,4,3.7,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39040,Durra,280,500,Pigmented,2,Present,White,76,82,18,23,19,Semi-loose stiff branches,Straw,One-fourth grain covered,Straw,Lustrous,Absent,3.5,3.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39041,Caudatum,295,510,Pigmented,2,Present,White,70,79,29,22,7,Semi-compact elliptic,Light brown,Half grain covered,Straw,Lustrous,Absent,3.5,3.4,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39042,Durra,295,485,Pigmented,2,Present,White,78,83,23,20,7,Semi-compact elliptic,Light brown,One-fourth grain covered,Red,Lustrous,Absent,4,3.4,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39043,Durra-bicolor,320,530,Pigmented,2,Present,White,78,114,28,25,9,Semi-loose stiff branches,Straw,Three-fourth grain covered,Straw,Lustrous,Absent,2.8,2.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39044,Durra,270,515,Pigmented,2,Present,White,78,79,28,19,8,Semi-compact elliptic,Light brown,Half grain covered,Yellow,Lustrous,Absent,3,2.6,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39045,Durra,310,475,Pigmented,2,Present,Yellow,78,79,26,24,7,Semi-compact elliptic,Light red,One-fourth grain covered,Light red,Lustrous,Absent,3.5,3.6,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39046,Durra,290,515,Pigmented,2,Present,White,71,79,30,30,9,Semi-compact elliptic,Straw,Half grain covered,Straw,Lustrous,Absent,3,2.5,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39047,Durra,270,500,Pigmented,2,Present,White,74,84,40,31,10,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Yellow,Lustrous,Absent,3,2.7,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39048,Durra,250,420,Pigmented,2,Present,Yellow,74,77,36,30,13,Semi-compact elliptic,Light brown,Half grain covered,Yellow,Lustrous,Absent,3,3.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39049,Durra,300,495,Pigmented,2,Present,White,76,98,15,30,15,Semi-loose stiff branches,Straw,Half grain covered,Straw,Lustrous,Absent,3,3.2,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39050,Durra-bicolor,270,490,Pigmented,2,Present,Yellow,74,93,28,22,8,Semi-compact elliptic,Partly straw and brown,Three-fourth grain covered,Straw,Lustrous,Absent,2.8,2.2,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39051,Durra-caudatum,295,530,Pigmented,2,Present,White,76,79,26,29,9,Semi-loose stiff branches,Straw,Half grain covered,Brown,Lustrous,Absent,3,2.7,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39052,Durra,290,440,Pigmented,2,Present,White,76,86,17,23,9,Semi-loose stiff branches,Straw,One-fourth grain covered,White,Lustrous,Absent,4.5,4.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39053,Durra-bicolor,295,475,Pigmented,1,Present,White,76,85,15,27,22,Loose stiff branches,Black,Three-fourth grain covered,Reddish brown,Non-Lustrous,Absent,2.8,2.8,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39054,Durra-caudatum,270,500,Pigmented,1,Present,White,74,75,20,25,9,Semi-compact elliptic,Partly straw and brown,One-fourth grain covered,Straw,Lustrous,Absent,3,2.8,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39055,Durra,320,440,Pigmented,2,Present,White,76,138,35,33,17,Loose stiff branches,Straw,Half grain covered,Straw,Lustrous,Absent,3,2.3,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39056,Durra,235,470,Pigmented,2,Present,White,74,79,15,28,9,Semi-compact elliptic,Straw,Half grain covered,Yellow,Lustrous,Absent,3,3,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39057,Durra,280,410,Pigmented,2,Present,White,76,75,22,27,15,Semi-compact elliptic,Straw,One-fourth grain covered,Light red,Lustrous,Absent,3,3.2,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39058,Durra,260,390,Pigmented,2,Present,White,71,77,32,23,8,Semi-compact elliptic,Light red,Half grain covered,Light red,Lustrous,Absent,3,2.5,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39059,Durra,295,375,Pigmented,1,Present,White,76,86,26,29,9,Semi-loose stiff branches,Straw,Half grain covered,Light red,Lustrous,Absent,3.5,3.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39060,Durra,270,410,Pigmented,2,Present,White,81,79,31,23,8,Semi-compact elliptic,Purple,One-fourth grain covered,Light red,Lustrous,Absent,3.5,3.2,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39061,Bicolor,290,500,Pigmented,1,Present,White,81,86,21,31,9,Semi-loose stiff branches,Straw,Three-fourth grain covered,Straw,Lustrous,Absent,3,3.5,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39062,Durra,240,440,Pigmented,2,Present,White,76,79,14,27,13,Semi-loose stiff branches,Straw,One-fourth grain covered,Straw,Lustrous,Absent,2.8,2.5,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39063,Durra,290,490,Pigmented,2,Present,White,76,77,34,33,14,Semi-loose stiff branches,Light brown,Half grain covered,Straw,Lustrous,Absent,2.8,2,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39064,Durra,280,480,Pigmented,2,Present,White,74,80,30,24,9,Semi-loose stiff branches,Straw,One-fourth grain covered,Straw,Lustrous,Absent,3.5,2.8,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39065,Durra,260,440,Pigmented,1,Present,White,74,79,21,30,13,Semi-loose stiff branches,Light brown,One-fourth grain covered,Yellow,Lustrous,Absent,3.5,3.7,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39066,Durra-caudatum,200,320,Pigmented,2,Present,White,83,87,18,28,8,Semi-compact elliptic,Straw,One-fourth grain covered,White,Lustrous,Absent,3.5,2.8,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39067,Durra,285,470,Pigmented,1,Present,Yellow,74,82,25,21,7,Semi-compact elliptic,Light red,Half grain covered,Light red,Lustrous,Absent,3.5,3.7,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39068,Durra,295,410,Pigmented,2,Present,White,76,73,29,27,9,Semi-loose stiff branches,Black,One-fourth grain covered,Straw,Lustrous,Absent,3.5,3.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39069,Guinea-caudatum,265,360,Pigmented,1,Present,White,74,118,37,18,8,Semi-compact elliptic,Brown,One-fourth grain covered,Grey,Non-Lustrous,Present,3,2.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39070,Caudatum-bicolor,280,430,Pigmented,1,Present,White,69,76,34,24,7,Semi-loose stiff branches,Partly straw and purple,Three-fourth grain covered,Yellow,Lustrous,Absent,3,3.2,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39071,Caudatum-bicolor,305,410,Pigmented,2,Present,White,78,79,21,24,9,Semi-loose stiff branches,Brown,Three-fourth grain covered,Yellow,Lustrous,Absent,3,3.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39072,Durra-bicolor,255,470,Pigmented,2,Present,White,78,93,21,32,16,Semi-loose stiff branches,Light brown,Three-fourth grain covered,Straw,Lustrous,Absent,3,3.9,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39073,Bicolor,270,520,Pigmented,2,Present,White,81,123,21,32,21,Loose stiff branches,Light brown,Three-fourth grain covered,Straw,Lustrous,Absent,2.8,2.5,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39074,Caudatum-bicolor,275,460,Pigmented,1,Present,White,71,84,13,27,8,Semi-loose stiff branches,Straw,Three-fourth grain covered,Brown,Non-Lustrous,Absent,3,2.6,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39075,Durra-caudatum,285,480,Pigmented,1,Present,White,74,100,23,25,15,Semi-loose stiff branches,Black,Half grain covered,Light brown,Lustrous,Absent,2.5,2,Mostly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39076,Durra-bicolor,290,370,Pigmented,1,Present,White,74,79,22,30,9,Semi-compact elliptic,Brown,Three-fourth grain covered,Yellow,Lustrous,Absent,3,2.9,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39077,Durra-bicolor,275,450,Pigmented,1,Present,White,76,80,28,28,9,Semi-loose stiff branches,Brown,Three-fourth grain covered,Yellow,Lustrous,Absent,3.5,3.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39078,Caudatum,290,480,Pigmented,2,Present,White,78,102,25,18,11,Semi-loose stiff branches,Black,Half grain covered,Grey,Non-Lustrous,Present,3.5,2.9,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39079,Durra,240,450,Pigmented,2,Present,White,81,118,3,47,11,Loose stiff branches,Black,Half grain covered,Straw,Lustrous,Absent,3.5,3.4,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39080,Durra,250,390,Pigmented,1,Present,Yellow,76,80,24,29,7,Semi-compact elliptic,Light brown,One-fourth grain covered,Yellow,Lustrous,Absent,3.5,3.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39081,Durra-bicolor,580,400,Pigmented,1,Present,White,76,79,17,21,9,Semi-compact elliptic,Light brown,Three-fourth grain covered,Yellow,Lustrous,Absent,3.5,4.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39082,Durra-caudatum,240,460,Pigmented,2,Present,White,76,77,21,26,8,Semi-compact elliptic,Straw,One-fourth grain covered,Straw,Lustrous,Absent,3,3.2,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39083,Durra,340,580,Pigmented,1,Present,White,78,98,24,47,13,Semi-loose stiff branches,Black,One-fourth grain covered,Red,Lustrous,Absent,4,4,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39084,Durra,235,500,Pigmented,2,Present,White,78,77,12,17,12,Semi-loose stiff branches,Straw,Half grain covered,Light red,Lustrous,Absent,3,3.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39085,Durra,260,530,Pigmented,1,Present,White,76,79,22,22,7,Semi-loose stiff branches,Partly straw and brown,Half grain covered,Light red,Lustrous,Absent,3,3,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39086,Durra,245,470,Pigmented,2,Present,Yellow,74,84,22,26,7,Semi-compact elliptic,Straw,Half grain covered,Straw,Lustrous,Absent,3.5,3.5,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39087,Durra,285,460,Pigmented,2,Present,White,74,80,26,20,7,Semi-compact elliptic,Light brown,Half grain covered,Light red,Lustrous,Absent,3.5,3.3,Mostly starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39088,Durra,245,440,Pigmented,1,Present,Yellow,74,79,29,21,8,Semi-compact elliptic,Straw,Half grain covered,Light red,Lustrous,Absent,3.5,3,Completely starchy,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
39089,Durra-caudatum,270,450,Pigmented,1,Present,White,74,79,34,20,11,Semi-compact elliptic,Black,One-fourth grain covered,Light red,Lustrous,Absent,4,5,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,86,149
