ICRISAT accession identifier,Plant height (cm),Plant width (cm),Plant pigmentation,Growth habit,Basal primary branches number,Apical primary branches number,Basal secondary branches number,Apical secondary branches number,Tertiary branches number,Days to flowering,Flowering duration,Flower color,Days to maturity,Pods per plant,Seeds per pod,Seed yield (Kg/ha),Seed color,Dots on seed coat,Seed shape,Seed surface,100 Seed weight (g),Protein (%),Wilt,Ascochyta blight,Colletotrichum blight,Botrytis grey mold,Pod borer,Year of Characterization,Temperature,Humidity,Rainfall
9620,46,34.7,No anthocyanin,Semi-erect,2,0.3,5,2.7,2,54,57,Light pink,156,41,1.3,730,Brownish beige,Absent,Angular,Rough,12,18.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1063.3
9621,36,23.3,No anthocyanin,Semi-erect,2,1,4.7,2,3.7,57,50,Light pink,156,59,1.2,770,Brownish beige,Absent,Angular,Rough,14,18.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1063.3
9622,41,36,No anthocyanin,Semi-erect,2,1.3,4,3.7,1.3,61,54,Light pink,156,41,1.2,770,Brownish beige,Absent,Angular,Rough,13,17.6,Resistant,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1063.3
9623,39,36.3,No anthocyanin,Semi-erect,2.3,0.7,4.7,3,0.7,61,50,Light pink,156,36,1.1,730,Brownish beige,Absent,Angular,Rough,15,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70.1,1063.1
9624,50,43.8,No anthocyanin,Semi-erect,2.8,0.6,5.6,7.2,NULL,57,35,Light pink,109,53,1.1,1290,Brownish beige,Absent,Angular,Rough,17,21.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.4,69.5,1075.4
9625,34,45.3,No anthocyanin,Semi-erect,2.7,3,3.3,4.7,1,48,37,Light pink,110,38,1,1070,Brownish beige,Absent,Angular,Rough,17,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38,70.4,1066.2
9626,41,26.3,No anthocyanin,Semi-erect,2.3,1.7,1.7,3.7,1.7,67,38,Light pink,136,33,1.1,1310,Brownish beige,Absent,Angular,Rough,18,24.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38,70.4,1066.2
9627,47,31.7,No anthocyanin,Semi-erect,3,0.3,2.3,3,8,67,37,Light pink,134,47,1.3,1330,Brownish beige,Absent,Angular,Rough,14,24.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1063.3
9628,36,40,No anthocyanin,Semi-erect,2,3,2.3,5.7,1.7,50,35,Light pink,109,25,1.2,1330,Brownish beige,Absent,Angular,Rough,17,24.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39,72,1063.4
9629,32,25.7,No anthocyanin,Semi-erect,3,2.3,2.7,8.3,3.7,50,35,Light pink,110,32,1.3,1130,Brownish beige,Absent,Angular,Rough,18,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1063.3
9630,31,34.3,No anthocyanin,Semi-erect,2.7,3,1,7.3,3.3,50,35,Light pink,109,33,1.2,1330,Brownish beige,Absent,Angular,Rough,17,24.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39,72,1063.3
9631,33,35.3,No anthocyanin,Semi-erect,2.3,4,1,7.3,2,43,31,Light pink,91,42,1.2,1200,Brownish beige,Absent,Angular,Rough,17,21.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1063.3
9632,43,27.7,No anthocyanin,Semi-erect,4.3,2.3,2,1.7,5,62,42,Light pink,134,43,1.1,1710,Brownish beige,Absent,Angular,Rough,19,23.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.5,72.7,1073.6
9633,39,37,No anthocyanin,Semi-erect,2,3.7,2,6.3,1,48,37,Light pink,108,31,1.1,1470,Brownish beige,Present,Angular,Rough,16,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.4,72.5,1065.1
9634,34,39.7,No anthocyanin,Semi-erect,3.7,4,2,7.7,3.3,50,38,Light pink,114,30,1.2,1240,Brownish beige,Absent,Angular,Rough,17,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.7,73,1075
9635,38,30.3,No anthocyanin,Semi-erect,3.7,2,2.7,2.3,5.3,68,37,Light pink,138,33,1.1,1490,Brownish beige,Absent,Angular,Rough,20,26,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.4,72.5,1065.1
9636,36,32.3,No anthocyanin,Semi-erect,2.7,2.7,2.3,3.3,2,72,34,Light pink,136,21,3,1000,Brownish beige,Absent,Angular,Rough,16,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,40.2,73.7,1057.4
9637,38,33,No anthocyanin,Semi-erect,2.3,1,4.7,0.7,0.7,64,51,Light pink,146,20,1.3,970,Brownish beige,Absent,Angular,Rough,12,17.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,40.1,73.7,1051.5
9638,36,30,No anthocyanin,Semi-erect,2,0.7,5.7,0.3,1,54,52,Light pink,145,21,1.3,670,Light brown,Absent,Angular,Rough,15,18.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,40.1,73.7,1051.5
9639,36,30,Low anthocyanin,Semi-erect,2,1,5.3,3,5,69,42,Pink,153,23,1.3,670,Brownish beige,Absent,Angular,Rough,13,20,Susceptible,NULL,Susceptible,NULL,NULL,NULL,40.2,73.7,1057.4
9640,46,28.7,No anthocyanin,Semi-erect,2.3,0.7,5.3,2,1,64,43,Light pink,121,28,1.4,730,Brownish beige,Absent,Angular,Rough,15,18.9,Resistant,NULL,Susceptible,NULL,NULL,NULL,40.2,73.7,1057.4
9641,37,29.7,No anthocyanin,Semi-erect,2.3,1,2.7,2,0.7,64,43,Light pink,145,12,1.5,530,Brownish beige,Absent,Angular,Rough,13,19.6,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,39.8,73.3,1055.3
9642,34,28.7,Low anthocyanin,Semi-erect,2,1,2.7,3,0.3,73,34,Pink,133,13,1.3,500,Light brown,Absent,Angular,Rough,13,20.8,Resistant,NULL,Susceptible,NULL,NULL,NULL,40.7,74.5,1052.2
9643,34,32.7,No anthocyanin,Semi-erect,2,1.7,2.3,2,1,73,34,Light pink,145,16,1.4,500,Brownish beige,Absent,Angular,Rough,12,22.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,41.7,76.1,1035.7
9644,32,30.3,No anthocyanin,Semi-erect,2,1.3,3.7,3.7,0.7,82,29,Light pink,145,14,1.6,270,Brownish beige,Absent,Angular,Rough,13,21.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,41.7,76.1,1035.7
9645,42,38,Low anthocyanin,Semi-erect,2.3,1,4,2.7,2.7,77,33,Pink,123,38,1.5,330,Yellow brown,Present,Angular,Rough,9,19.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9646,37,30.7,No anthocyanin,Semi-erect,2,1.3,6.3,2,0.7,82,26,Light pink,151,31,1.2,400,Light brown,Absent,Angular,Rough,21,21.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9647,34,33,No anthocyanin,Semi-erect,3,2,3,4,NULL,60,35,Light pink,131,25,1,730,Brownish beige,Absent,Angular,Rough,24,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
9648,39,37,Low anthocyanin,Semi-erect,2,1.3,2,2,3,73,40,Pink,151,29,1.4,500,Light brown,Present,Angular,Rough,14,20.8,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9649,36,33.7,No anthocyanin,Semi-erect,4,0.7,3.3,3.7,NULL,57,38,Light pink,125,19,1.2,430,Brownish beige,Absent,Angular,Rough,16,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,41.7,76.1,1035.7
9650,38,32.7,No anthocyanin,Semi-erect,3.3,1.3,2.3,2.3,NULL,60,35,Light pink,125,10,1.2,530,Light brown,Absent,Angular,Rough,24,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9651,32,30,Low anthocyanin,Semi-erect,2.3,1.7,3,3,0.3,91,28,Pink,146,20,1.4,600,Yellow brown,Present,Angular,Rough,13,20.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9652,43,37.3,No anthocyanin,Semi-erect,2,NULL,2.7,4,1.3,74,46,Light pink,134,22,1.4,870,Brownish beige,Absent,Angular,Rough,20,17.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,41.5,75.8,1026.5
9653,39,42,No anthocyanin,Semi-erect,1.7,1.7,2.7,2.3,1.7,82,28,Light pink,146,22,1.4,1000,Brownish beige,Absent,Angular,Rough,22,20.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.4,72.5,1065.1
9654,47,49.4,No anthocyanin,Semi-erect,2.6,1.2,5,6.8,NULL,57,41,Light pink,109,69,1,920,Brownish beige,Absent,Angular,Rough,17,21.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,41.7,76.1,1035.7
9655,42,39,Low anthocyanin,Semi-erect,2,0.7,6,1,2.7,54,40,Pink,145,27,1.2,830,Brown,Present,Angular,Rough,15,19.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9656,40,33.7,No anthocyanin,Semi-erect,2,1,5.7,3.3,3.7,75,36,Light pink,150,45,1.2,970,Brownish beige,Absent,Angular,Rough,22,20.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9657,43,38.3,No anthocyanin,Semi-erect,2.3,NULL,3,3.3,NULL,79,39,Light pink,138,34,1.1,1630,Brownish beige,Absent,Angular,Rough,22,17.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9658,42,26.3,No anthocyanin,Semi-erect,2.7,1,1.7,1.3,3.7,82,32,Light pink,139,31,1,770,Brownish beige,Absent,Angular,Rough,19,23,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9659,46,30,No anthocyanin,Semi-erect,2,2.7,2,1,3,84,32,Light pink,135,19,1.1,1160,Brownish beige,Absent,Angular,Rough,23,23.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9660,43,36.7,Low anthocyanin,Semi-erect,2.3,1.3,2.3,2.3,0.7,85,30,Pink,146,19,1.5,630,Light brown,Present,Angular,Rough,11,18.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9661,34,42.7,Low anthocyanin,Semi-erect,2,0.7,4.7,2,4.3,86,31,Pink,154,29,1.3,730,Yellow brown,Present,Angular,Rough,12,19.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9662,33,32,No anthocyanin,Semi-erect,3.3,3.3,2.3,1.3,NULL,62,32,Light pink,125,16,1.1,600,Brownish beige,Absent,Angular,Rough,26,24.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9663,47,39.7,No anthocyanin,Semi-erect,3.3,1,2.3,2,3.3,81,31,Light pink,135,30,1.4,910,Brownish beige,Absent,Angular,Rough,18,23.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.6,71.4,1017.9
9664,37,33,Low anthocyanin,Semi-erect,4,0.7,2.7,1.7,3.3,58,37,Pink,127,19,1.4,500,Brown,Present,Angular,Rough,15,22.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,39.6,73,1009.9
9665,42,25,No anthocyanin,Semi-erect,1.3,NULL,0.7,1.7,5.7,71,37,Light pink,135,38,1.2,1400,Brownish beige,Absent,Angular,Rough,16,20.7,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,40.4,74.1,1013.6
9666,46,31,No anthocyanin,Semi-erect,2.7,0.3,3.7,10,1.3,77,33,Light pink,135,41,1.4,1160,Brownish beige,Absent,Angular,Rough,17,22.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,40.4,74.1,1013.6
9667,44,36,No anthocyanin,Semi-erect,2.3,NULL,2.3,3.3,NULL,80,32,Light pink,126,29,1,500,Brownish beige,Absent,Angular,Rough,14,19.1,Resistant,NULL,Susceptible,NULL,NULL,NULL,39,72,1014.9
9668,40,28,Low anthocyanin,Semi-erect,2,1.3,5,2.7,0.3,54,49,Pink,129,34,1.3,900,Brown,Present,Angular,Rough,12,19.5,Resistant,NULL,Susceptible,NULL,NULL,NULL,39,72,1014.9
9669,39,28,No anthocyanin,Semi-erect,2.3,2,2.3,1,6.3,66,42,Light pink,135,25,1.4,1160,Brownish beige,Absent,Angular,Rough,16,24.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.5,71.3,1016.6
9670,44,28.3,No anthocyanin,Semi-erect,2.7,1.7,2.3,2,1.3,84,24,Light pink,135,15,1,960,Brownish beige,Absent,Angular,Rough,25,22.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.5,71.3,1016.6
9671,41,31,No anthocyanin,Semi-erect,2.3,1,1.7,2,4.7,81,32,Light pink,135,22,1.4,1040,Brownish beige,Absent,Angular,Rough,16,23.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.5,71.3,1016.6
9672,44,36,Low anthocyanin,Semi-erect,2.7,NULL,2.7,0.7,6,82,32,Light pink,137,32,1.4,760,Light brown,Present,Angular,Rough,14,23.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.5,71.3,1016.6
9673,36,30.7,No anthocyanin,Semi-erect,2.3,1,2.7,7,1.3,58,48,Light pink,132,55,1.4,1570,Brownish beige,Absent,Angular,Rough,12,16.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.4,71.1,1020.2
9674,35,29,No anthocyanin,Semi-erect,2,2.7,2,2.7,NULL,57,38,Light pink,125,23,1.1,500,Brownish beige,Absent,Angular,Rough,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.7,71.6,1029.6
9675,41,37.8,No anthocyanin,Semi-erect,2.8,2,2,2.4,NULL,60,34,Light pink,114,50,1.1,920,Brownish beige,Absent,Angular,Rough,12,23.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.4,71.1,1020.2
9676,38,24.3,No anthocyanin,Semi-erect,2.7,1,1.7,1.3,6,68,37,Light pink,133,37,1.1,1090,Brownish beige,Absent,Angular,Rough,16,22.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.4,71.1,1022.8
9677,34,32.7,No anthocyanin,Semi-erect,2.3,2.3,2.7,7.7,NULL,43,35,Light pink,111,28,1.1,1030,Brownish beige,Present,Angular,Rough,15,21.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.4,71.1,1022.8
9678,45,28.7,No anthocyanin,Semi-erect,2.3,1,2,2,4.7,71,37,Light pink,137,28,1.2,1200,Brownish beige,Absent,Angular,Rough,16,23.4,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,38.4,71.1,1022.8
9679,31,28,No anthocyanin,Semi-erect,2.3,1.7,1.3,7.7,NULL,50,38,Light pink,122,24,1.3,800,Brownish beige,Present,Angular,Rough,17,23.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.5,71.2,1024.2
9680,37,23.7,No anthocyanin,Semi-erect,1.7,1.7,1.7,0.3,3.7,68,40,Light pink,135,18,1.2,1420,Brownish beige,Absent,Angular,Rough,15,21.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.7,71.6,1029.6
9681,41,33.3,Low anthocyanin,Semi-erect,2.3,0.7,1.7,1.7,5.3,65,40,Light pink,131,33,1.2,1220,Brownish beige,Absent,Angular,Rough,17,23.2,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,38.5,71.2,1024.2
9682,40,28,No anthocyanin,Semi-erect,2.3,0.7,2.3,1.7,7.7,66,40,Light pink,131,30,1.3,1240,Brownish beige,Absent,Angular,Rough,14,23.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.3,71,1026.2
9683,30,30,No anthocyanin,Semi-erect,2,1.3,2.3,8.3,NULL,42,45,Light pink,122,27,1.2,670,Brownish beige,Absent,Angular,Rough,16,22.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.3,71,1026.2
9684,43,37.3,Low anthocyanin,Semi-erect,2.3,1,1,1.7,3.3,67,41,Pink,137,27,1.3,1130,Light brown,Absent,Angular,Rough,13,22,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,38.3,70.9,1028.2
9685,31,28.3,No anthocyanin,Semi-erect,2,1.7,5,9,NULL,48,39,Light pink,117,24,1.2,700,Brownish beige,Absent,Angular,Rough,17,22.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.3,70.9,1028.2
9686,47,31,Low anthocyanin,Semi-erect,2,2,5,3,2,54,47,Pink,127,49,1.3,1100,Brown,Present,Angular,Rough,14,20.8,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,38.3,70.9,1028.2
9687,30,33.7,No anthocyanin,Semi-erect,2.7,2.7,3,14,NULL,48,39,Light pink,117,28,1.3,830,Brownish beige,Absent,Angular,Rough,15,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.3,70.9,1028.2
9688,31,29.7,No anthocyanin,Semi-erect,2,2,2.7,7.3,NULL,48,41,Light pink,122,24,1.2,670,Brownish beige,Absent,Angular,Rough,16,22.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.3,70.9,1028.2
9689,46,32.7,No anthocyanin,Semi-erect,1.3,1.3,0.3,2,3.7,68,40,Light pink,133,30,1,690,Brownish beige,Absent,Angular,Rough,15,22.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1036.7
9690,42,44,No anthocyanin,Semi-spreading,2.3,6.3,2.7,6,4,66,25,Light pink,113,50,1.1,1490,Brownish beige,Absent,Angular,Rough,13,17.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1036
9691,41,31,No anthocyanin,Semi-erect,2,1.7,3.3,0.7,5.3,68,35,Light pink,135,46,1.1,840,Brownish beige,Absent,Angular,Rough,18,21.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.3,70.9,1048.2
9692,34,33.7,No anthocyanin,Semi-erect,2.7,3.3,1.3,4.3,NULL,54,38,Light pink,117,24,1.4,730,Brownish beige,Absent,Angular,Rough,14,21.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,70,1046.9
9693,34,27.7,No anthocyanin,Semi-erect,2.3,0.7,4.3,8.7,NULL,52,36,Light pink,122,29,1.1,800,Brownish beige,Absent,Angular,Rough,18,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1046.1
9694,33,31.3,No anthocyanin,Semi-erect,2.3,1.3,4.3,8,NULL,54,34,Light pink,122,24,1.1,730,Brownish beige,Present,Angular,Rough,16,21.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1051.6
9695,31,30.7,No anthocyanin,Semi-erect,1.7,2,0.7,3.7,NULL,46,41,Light pink,117,15,1.4,630,Brownish beige,Absent,Angular,Rough,16,20,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1051.6
9696,37,30.3,Low anthocyanin,Semi-erect,1.7,1,5.3,2.3,1.7,61,43,Pink,128,28,1.1,1030,Light brown,Present,Angular,Rough,16,23,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1051.6
9697,32,31,No anthocyanin,Semi-erect,2,1.7,4,9,NULL,51,36,Light pink,122,25,1.1,670,Brownish beige,Absent,Angular,Rough,18,17.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.3,70.9,1048.2
9698,46,37,No anthocyanin,Semi-erect,1.7,0.7,2,2.7,2.3,74,36,Light pink,137,23,1.2,980,Brownish beige,Absent,Angular,Rough,13,19.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.2,70.8,1051.7
9699,43,31,No anthocyanin,Semi-erect,1.3,NULL,2,3,5,77,43,Pink,139,25,1.2,960,Brownish beige,Absent,Angular,Rough,15,19.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.2,70.8,1051.7
9700,33,36,No anthocyanin,Semi-erect,2.7,2,3.7,6.7,0.7,50,38,Light pink,122,34,1.1,770,Brownish beige,Absent,Angular,Rough,16,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,70,1046.9
9701,41,53,No anthocyanin,Semi-spreading,4,2,6.3,2,0.7,57,46,Light pink,123,59,1.2,1160,Yellowish beige,Absent,Angular,Rough,13,22.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.2,70.8,1051.7
9702,51,53.3,No anthocyanin,Semi-spreading,1.7,4,3,2.7,2.7,67,39,Light pink,113,47,1.1,1330,Brownish beige,Absent,Angular,Rough,17,20.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,70,1068.6
9703,39,28,No anthocyanin,Semi-erect,1.7,1.3,1,1.3,4.7,68,40,Light pink,133,42,1,1200,Brownish beige,Absent,Angular,Rough,15,17.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1063.3
9704,45,31.7,Low anthocyanin,Semi-erect,1.7,1.7,0.3,3,2,68,44,Light pink,134,40,1.1,1180,Brownish beige,Absent,Angular,Rough,15,18.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,70,1068.6
9705,43,26.3,No anthocyanin,Semi-erect,1.7,2,1,1.7,4.7,68,44,Light pink,135,40,1.3,960,Brownish beige,Absent,Angular,Rough,15,18.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1066.2
9706,32,33.3,No anthocyanin,Semi-erect,1.3,1.7,3.3,4.3,NULL,57,35,Light pink,122,19,1.2,370,Brownish beige,Present,Angular,Rough,12,19.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,70,1068.6
9707,31,30.7,No anthocyanin,Semi-erect,1,2,NULL,2.7,NULL,50,38,Light pink,112,15,1.1,430,Brownish beige,Present,Angular,Rough,14,21.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1072.6
9708,40,24.7,No anthocyanin,Semi-erect,2,1,1,2,4,68,40,Light pink,134,41,1.2,1070,Brownish beige,Absent,Angular,Rough,14,17.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.5,69.8,1059.6
9709,40,27.3,No anthocyanin,Semi-erect,1,1.7,2,NULL,3,70,42,Light pink,135,45,1,1200,Brownish beige,Absent,Angular,Rough,13,18.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.8,70.2,1063
9710,29,29.7,No anthocyanin,Semi-erect,1.7,1.3,1.3,4,NULL,54,36,Light pink,110,18,1.1,320,Brownish beige,Absent,Angular,Rough,13,18.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1066.2
9711,32,33.7,No anthocyanin,Semi-erect,2.3,1,1.3,3,NULL,50,38,Light pink,110,15,1.3,270,Brownish beige,Absent,Angular,Rough,12,20.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1069.5
9712,38,35.3,No anthocyanin,Semi-erect,2.3,2.3,2.7,0.7,5,68,44,Light pink,135,58,1.1,1040,Brownish beige,Absent,Angular,Rough,17,19.5,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1066.2
9713,29,30.3,No anthocyanin,Semi-erect,2,1.7,4,3,NULL,51,39,Light pink,119,22,1.1,470,Brownish beige,Absent,Angular,Rough,13,20,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1067.5
9714,33,34.7,No anthocyanin,Semi-erect,2,1,3.7,3,NULL,50,40,Light pink,120,13,1.3,500,Brownish beige,Absent,Angular,Rough,11,19.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1066.2
9715,34,32,No anthocyanin,Semi-erect,1.3,2.3,1,1.7,NULL,59,40,Light pink,130,16,1.2,430,Salmon brown,Absent,Owl's head,Smooth,15,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,38.1,70.7,912.1
9716,45,31,No anthocyanin,Semi-erect,2.3,1,1.3,2.3,3.7,68,44,Light pink,137,31,1.2,960,Brownish beige,Absent,Angular,Rough,15,20.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37,68.9,1076.3
9717,39,28,No anthocyanin,Semi-erect,3.3,5,3,0.3,3.3,72,44,Light pink,135,27,1.2,1130,Brownish beige,Absent,Angular,Rough,15,20.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37,68.9,1076.3
9718,36,40,No anthocyanin,Semi-erect,1.3,1,2.3,0.7,4.7,65,44,Light pink,136,46,1.1,1130,Brownish beige,Absent,Angular,Rough,17,19.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1069.5
9719,29,39.7,No anthocyanin,Semi-erect,2.3,0.7,4.7,8.3,NULL,41,35,Light pink,110,28,1.1,800,Brownish beige,Present,Angular,Rough,13,19.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1069.5
9720,46,33,No anthocyanin,Semi-spreading,2,0.7,1.7,1.3,6.3,69,37,Light pink,137,36,1.1,1290,Brownish beige,Absent,Angular,Rough,17,21.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.6,69.9,1069.5
9721,29,31,No anthocyanin,Semi-erect,1.7,0.7,2.7,5,NULL,50,40,Light pink,119,14,1.3,470,Brownish beige,Present,Angular,Rough,12,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,37.7,70,1072.6
9722,40,23.3,No anthocyanin,Semi-erect,2,0.7,NULL,2,3.7,66,44,Light pink,132,15,1.8,1490,Brownish beige,Absent,Angular,Rough,14,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.7,70,1072.6
9723,44,32.3,No anthocyanin,Semi-erect,2,2,0.7,2,4.3,71,39,Light pink,135,40,1.3,1040,Brownish beige,Absent,Angular,Rough,14,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.3,69.4,1072
9724,44,34,No anthocyanin,Semi-erect,1,0.7,0.7,0.7,2.3,71,43,Light pink,135,23,1,1180,Brownish beige,Absent,Angular,Rough,16,20.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.3,69.4,1072
9725,29,31.7,No anthocyanin,Semi-erect,1.7,1,2.3,3.7,NULL,50,40,Light pink,117,18,1.2,430,Brownish beige,Absent,Angular,Rough,13,19.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.3,69.4,1072
9726,34,28.7,No anthocyanin,Semi-erect,2,1.3,3.3,4.7,NULL,50,40,Light pink,112,27,1.1,570,Brownish beige,Absent,Angular,Rough,13,21.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.3,69.5,1074.6
9727,40,28,No anthocyanin,Semi-erect,2,2.7,1.3,0.7,1.3,67,36,Light pink,132,17,1.4,1240,Brownish beige,Absent,Angular,Rough,14,22,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.3,69.5,1074.6
9728,42,28.3,No anthocyanin,Semi-erect,1.7,2,1.3,5.3,2,68,40,Light pink,136,36,1.1,1330,Brownish beige,Absent,Angular,Rough,18,19.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.3,69.5,1074.6
9729,31,34.7,No anthocyanin,Semi-erect,2.3,1.3,3.3,4.7,NULL,50,40,Light pink,112,19,1.1,600,Brownish beige,Absent,Angular,Rough,14,18.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.3,69.5,1074.6
9730,30,33.3,No anthocyanin,Semi-erect,2.3,1,3,2.3,NULL,52,38,Light pink,117,17,1.2,500,Brownish beige,Absent,Angular,Rough,13,20.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.3,69.5,1074.6
