ICRISAT accession identifier,Accession identifier,Crop,Genotype / Sequencing info,DOI,Mission code,Collectors number,Alternate accession identifier,Local name,Genus,Species,SPAUTHOR,SUBTAXA,SUBTAUTHOR,Cultivar name,Biological status,Collecting source,Donor cooperator code,Donor country,Acquisition Date,Collection Date,Country Source,Province,Collection site,Latitude,Longitude,Elevation,Ec No,FAO in trust,Core,Mini core,Remarks,Registered Date,Temperature,Humidity,Rainfall
75,ICC 75,Chickpea,SRR13014916,10.18730/MAAME,ICRISAT-MISN-N/A,NULL,P 60,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
76,ICC 76,Chickpea,NULL,10.18730/MAANF,ICRISAT-MISN-N/A,NULL,P 60-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
77,ICC 77,Chickpea,NULL,10.18730/MAAPG,ICRISAT-MISN-N/A,NULL,P 61,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
78,ICC 78,Chickpea,NULL,10.18730/MAAQH,ICRISAT-MISN-N/A,NULL,P 61-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
79,ICC 79,Chickpea,NULL,10.18730/MAARJ,ICRISAT-MISN-N/A,NULL,P 62,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
80,ICC 80,Chickpea,SRR13014694,10.18730/MAASK,ICRISAT-MISN-N/A,NULL,P 62-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
81,ICC 81,Chickpea,NULL,10.18730/MAATM,ICRISAT-MISN-N/A,NULL,P 63,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
82,ICC 82,Chickpea,NULL,10.18730/MAAVN,ICRISAT-MISN-N/A,NULL,P 66,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
83,ICC 83,Chickpea,NULL,10.18730/MAAWP,ICRISAT-MISN-N/A,NULL,P 67,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
84,ICC 84,Chickpea,NULL,10.18730/MAAXQ,ICRISAT-MISN-N/A,NULL,P 68,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
85,ICC 85,Chickpea,NULL,10.18730/MAAYR,ICRISAT-MISN-N/A,NULL,P 68-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
86,ICC 86,Chickpea,SRR13014647,10.18730/MAAZS,ICRISAT-MISN-N/A,NULL,P 69,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
87,ICC 87,Chickpea,NULL,10.18730/MAB0T,ICRISAT-MISN-N/A,NULL,P 69-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
88,ICC 88,Chickpea,NULL,10.18730/MAB1V,ICRISAT-MISN-N/A,NULL,P 70,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
89,ICC 89,Chickpea,NULL,10.18730/MAB2W,ICRISAT-MISN-N/A,NULL,P 70-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
90,ICC 90,Chickpea,NULL,10.18730/MAB3X,ICRISAT-MISN-N/A,NULL,P 71,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
91,ICC 91,Chickpea,NULL,10.18730/MAB4Y,ICRISAT-MISN-N/A,NULL,P 71-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
92,ICC 92,Chickpea,SRR13015259,10.18730/MAB5Z,ICRISAT-MISN-N/A,NULL,P 72,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
93,ICC 93,Chickpea,NULL,10.18730/MAB6*,ICRISAT-MISN-N/A,NULL,P 72-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
94,ICC 94,Chickpea,NULL,10.18730/MAB7~,ICRISAT-MISN-N/A,NULL,P 74,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
95,ICC 95,Chickpea,SRR13556298,10.18730/MAB8$,ICRISAT-MISN-N/A,NULL,P 74-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL
96,ICC 96,Chickpea,NULL,10.18730/MAB9=,ICRISAT-MISN-N/A,NULL,P 75,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
97,ICC 97,Chickpea,NULL,10.18730/MABAU,ICRISAT-MISN-N/A,NULL,P 75-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
98,ICC 98,Chickpea,NULL,10.18730/MABB0,ICRISAT-MISN-N/A,NULL,P 76,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
99,ICC 99,Chickpea,NULL,10.18730/MABC1,ICRISAT-MISN-N/A,NULL,P 77,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
100,ICC 100,Chickpea,NULL,10.18730/MABD2,ICRISAT-MISN-N/A,NULL,P 78,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
101,ICC 101,Chickpea,NULL,10.18730/MABE3,ICRISAT-MISN-N/A,NULL,P 78-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
102,ICC 102,Chickpea,NULL,10.18730/MABF4,ICRISAT-MISN-N/A,NULL,P 79,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
103,ICC 103,Chickpea,NULL,10.18730/MABG5,ICRISAT-MISN-N/A,NULL,P 80,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
104,ICC 104,Chickpea,NULL,10.18730/MABH6,ICRISAT-MISN-N/A,NULL,P 82,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
105,ICC 105,Chickpea,NULL,10.18730/MABJ7,ICRISAT-MISN-N/A,NULL,P 83,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
106,ICC 106,Chickpea,NULL,10.18730/MABK8,ICRISAT-MISN-N/A,NULL,P 84-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
107,ICC 107,Chickpea,NULL,10.18730/MABM9,ICRISAT-MISN-N/A,NULL,P 85,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
108,ICC 108,Chickpea,NULL,10.18730/MABNA,ICRISAT-MISN-N/A,NULL,P 86,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
109,ICC 109,Chickpea,NULL,10.18730/MABPB,ICRISAT-MISN-N/A,NULL,P 87,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
110,ICC 110,Chickpea,NULL,10.18730/MABQC,ICRISAT-MISN-N/A,NULL,P 87-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
111,ICC 111,Chickpea,SRR12918674,10.18730/MABRD,ICRISAT-MISN-N/A,NULL,P 88,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
112,ICC 112,Chickpea,NULL,10.18730/MABSE,ICRISAT-MISN-N/A,NULL,P 88-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
113,ICC 113,Chickpea,NULL,10.18730/MABTF,ICRISAT-MISN-N/A,NULL,P 90,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
114,ICC 114,Chickpea,NULL,10.18730/MABVG,ICRISAT-MISN-N/A,NULL,P 92,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
115,ICC 115,Chickpea,NULL,10.18730/MABWH,ICRISAT-MISN-N/A,NULL,P 92-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
116,ICC 116,Chickpea,NULL,10.18730/MABXJ,ICRISAT-MISN-N/A,NULL,P 93,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
117,ICC 117,Chickpea,NULL,10.18730/MABYK,ICRISAT-MISN-N/A,NULL,P 94,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
118,ICC 118,Chickpea,NULL,10.18730/MABZM,ICRISAT-MISN-N/A,NULL,P 96,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
119,ICC 119,Chickpea,NULL,10.18730/MAC0N,ICRISAT-MISN-N/A,NULL,P 96-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
120,ICC 120,Chickpea,NULL,10.18730/MAC1P,ICRISAT-MISN-N/A,NULL,P 97,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
121,ICC 121,Chickpea,NULL,10.18730/MAC2Q,ICRISAT-MISN-N/A,NULL,P 99,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
122,ICC 122,Chickpea,NULL,10.18730/MAC3R,ICRISAT-MISN-N/A,NULL,P 100,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
123,ICC 123,Chickpea,NULL,10.18730/MAC4S,ICRISAT-MISN-N/A,NULL,P 100-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
124,ICC 124,Chickpea,NULL,10.18730/MAC5T,ICRISAT-MISN-N/A,NULL,P 100-2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
125,ICC 125,Chickpea,NULL,10.18730/MAC6V,ICRISAT-MISN-N/A,NULL,P 101,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
126,ICC 126,Chickpea,NULL,10.18730/MAC7W,ICRISAT-MISN-N/A,NULL,P 102,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
127,ICC 127,Chickpea,NULL,10.18730/MAC8X,ICRISAT-MISN-N/A,NULL,P 103,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
128,ICC 128,Chickpea,SRR12918673,10.18730/MAC9Y,ICRISAT-MISN-N/A,NULL,P 103-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
129,ICC 129,Chickpea,NULL,10.18730/MACAZ,ICRISAT-MISN-N/A,NULL,P 104,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
130,ICC 130,Chickpea,NULL,10.18730/MACB*,ICRISAT-MISN-N/A,NULL,P 104-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
131,ICC 131,Chickpea,NULL,10.18730/MACC~,ICRISAT-MISN-N/A,NULL,P 105,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
132,ICC 132,Chickpea,NULL,10.18730/MACD$,ICRISAT-MISN-N/A,NULL,P 106,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
133,ICC 133,Chickpea,NULL,10.18730/MACE=,ICRISAT-MISN-N/A,NULL,P 108,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
134,ICC 134,Chickpea,NULL,10.18730/MACFU,ICRISAT-MISN-N/A,NULL,P 108-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
135,ICC 135,Chickpea,NULL,10.18730/MACG0,ICRISAT-MISN-N/A,NULL,P 110,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
136,ICC 136,Chickpea,SRR12918672,10.18730/MACH1,ICRISAT-MISN-N/A,NULL,P 110-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
137,ICC 137,Chickpea,NULL,10.18730/MACJ2,ICRISAT-MISN-N/A,NULL,P 111,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
138,ICC 138,Chickpea,NULL,10.18730/MACK3,ICRISAT-MISN-N/A,NULL,P 114,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
139,ICC 139,Chickpea,NULL,10.18730/MACM4,ICRISAT-MISN-N/A,NULL,P 115,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
140,ICC 140,Chickpea,NULL,10.18730/MACN5,ICRISAT-MISN-N/A,NULL,P 116,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
141,ICC 141,Chickpea,NULL,10.18730/MACP6,ICRISAT-MISN-N/A,NULL,P 117,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
142,ICC 142,Chickpea,NULL,10.18730/MACQ7,ICRISAT-MISN-N/A,NULL,P 118,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
143,ICC 143,Chickpea,SRR12918671,10.18730/MACR8,ICRISAT-MISN-N/A,NULL,P 118-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL
144,ICC 144,Chickpea,NULL,10.18730/MACS9,ICRISAT-MISN-N/A,NULL,P 120,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
145,ICC 145,Chickpea,NULL,10.18730/MACTA,ICRISAT-MISN-N/A,NULL,P 121,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
146,ICC 146,Chickpea,NULL,10.18730/MACVB,ICRISAT-MISN-N/A,NULL,P 122,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
147,ICC 147,Chickpea,NULL,10.18730/MACWC,ICRISAT-MISN-N/A,NULL,P 124,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
148,ICC 148,Chickpea,NULL,10.18730/MACXD,ICRISAT-MISN-N/A,NULL,P 124-1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-0592,India,00:00.0,NULL,India,Uttar Pradesh,NULL,NULL,NULL,NULL,NULL,Yes,No,No,NULL,NULL,NULL,NULL,NULL
